ちゃいけない・じゃいけない,cha ikenai / ja ikenai,must not do (spoken Japanese),https://jlptsensei.com/learn-japanese-grammar/%e3%81%a1%e3%82%83%e3%81%84%e3%81%91%e3%81%aa%e3%81%84-%e3%81%98%e3%82%83%e3%81%84%e3%81%91%e3%81%aa%e3%81%84-cha-ikenai-ja-dame/,寝る前にスマホを見ちゃダメよ。,You shouldn't look at your smartphone before going to bed.
だ / です,da / desu,to be (am; is; are; were; used to),https://jlptsensei.com/learn-japanese-grammar/%e3%81%a0-da-%e3%81%a7%e3%81%99-desu-meaning/,今日は暑いですね。,It's pretty hot today; isn't it?
だけ,dake,only; just; as much as ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a0%e3%81%91-dake-meaning/,私はできるだけ金を借りないようにしている。,I try to borrow as little money as I possibly can.
だろう,darou,I think; it seems; probably; right?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a0%e3%82%8d%e3%81%86-darou-meaning/,かれはもうすぐくるだろう。,He should be coming any moment now.
で,de,in; at; on; by; with; via ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a7-de-particle-meaning/,たまに一人でカラオケに行きます。,I sometimes go to sing karaoke by myself.
でも,demo,but; however; though ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a7%e3%82%82-demo-meaning/,私は魚が好きです。でも肉も好きです。,I like fish. But I also like meat.
でしょう,deshou,I think; it seems; probably; right?,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a7%e3%81%97%e3%82%87%e3%81%86-deshou-meaning/,この問題は簡単でしょう？,This problem is easy; right?
どんな,donna,what kind of; what sort of,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a9%e3%82%93%e3%81%aa-donna-meaning/,どんな仕事をするのですか。,What kind of work do you do?
どうして,doushite,why; for what reason; how,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a9%e3%81%86%e3%81%97%e3%81%a6-doushite-meaning/,どうしてそうなったの？,How/why did that happen?
どうやって,douyatte,how; in what way; by what means​,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a9%e3%81%86%e3%82%84%e3%81%a3%e3%81%a6-douyatte-meaning/,これはどうやって使いますか。,How do you use this?
が,ga,subject marker; however; but ~,https://jlptsensei.com/learn-japanese-grammar/%e3%81%8c-ga-subject-marker-particle/,コンビニが近くにあります。,There is a convenience store nearby.
があります,ga arimasu,there is; is (non-living things),https://jlptsensei.com/learn-japanese-grammar/%e3%81%8c%e3%81%82%e3%82%8a%e3%81%be%e3%81%99-ga-arimasu-%e3%81%8c%e3%81%82%e3%82%8b-ga-aru-meaning/,へやにテレビがあります。,I have a TV in my room.
がほしい,ga hoshii,to want something,https://jlptsensei.com/learn-japanese-grammar/%e3%81%8c%e3%81%bb%e3%81%97%e3%81%84-ga-hoshii-%e3%81%8c%e6%ac%b2%e3%81%97%e3%81%84-meaning/,何人子どもがほしいですか？,How many children do you want to have?
がいます,ga imasu,there is; to be; is (living things),https://jlptsensei.com/learn-japanese-grammar/%e3%81%8c%e3%81%84%e3%81%be%e3%81%99-ga-imasu-%e3%81%8c%e3%81%84%e3%82%8b-ga-iru-meaning/,あなたは彼氏がいるの？,Do you have a boyfriend?
ほうがいい,hou ga ii,had better; it'd be better to; should ~,https://jlptsensei.com/learn-japanese-grammar/%e6%96%b9%e3%81%8c%e3%81%84%e3%81%84-%e3%81%bb%e3%81%86%e3%81%8c%e3%81%84%e3%81%84-hou-ga-ii-meaning/,寝る前に、スマホを使わない方がいい。,Before going to bed it's best to not use your smartphone.
い-adjectives,i-adjectives,i-adjectives,https://jlptsensei.com/learn-japanese-grammar/japanese-%e3%81%84-adjectives-%e3%81%84%e5%bd%a2%e5%ae%b9%e8%a9%9e-meaning/,今日はあついです。,It is hot today.
一番（いちばん）,ichiban,the most; the best,https://jlptsensei.com/learn-japanese-grammar/%e4%b8%80%e7%95%aa-%e3%81%84%e3%81%a1%e3%81%b0%e3%82%93-ichiban-meaning/,私はブロッコリーが一番嫌いだ。,I hate broccoli the most.
一緒に（いっしょに）,issho ni,together,https://jlptsensei.com/learn-japanese-grammar/%e4%b8%80%e7%b7%92%e3%81%ab-%e3%81%84%e3%81%a3%e3%81%97%e3%82%87%e3%81%ab-issho-ni-meaning/,一緒に日本語を勉強しましょう。,Let's study Japanese together.
いつも,itsumo,always; usually; habitually,https://jlptsensei.com/learn-japanese-grammar/%e3%81%84%e3%81%a4%e3%82%82-itsumo-meaning/,彼はいつも元気ですね。,He is always energetic.
じゃない・ではない,janai / dewa nai,to not be (am not; is not; are not),https://jlptsensei.com/learn-japanese-grammar/%e3%81%98%e3%82%83%e3%81%aa%e3%81%84-janai-%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-dewa-nai-meaning/,あなたは一人じゃない。,You are not alone.
か,ka,question particle,https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b-ka-question-particle-meaning/,あなたの名前は何ですか。,What is your name?
か～か,ka~ka,or,https://jlptsensei.com/learn-japanese-grammar/%e3%81%8b%ef%bd%9e%e3%81%8b-ka-ka-or-meaning/,当たるかはずれるか。,Hit or miss.
